team,year,win,games_played,win_pct,points_scored,points_allowed,point_diff,rank,points
Massachusetts,2015,3,12,0.25,266,377,-111,101,112.55
Massachusetts,2016,2,12,0.1666666666666666,280,426,-146,120,87.9
Massachusetts,2017,4,12,0.3333333333333333,367,382,-15,107,118.12
Massachusetts,2018,4,12,0.3333333333333333,394,515,-121,86,136.04
Massachusetts,2019,1,12,0.0833333333333333,237,632,-395,110,115.82
Massachusetts,2020,0,4,0.0,12,161,-149,108,123.66
Massachusetts,2021,1,12,0.0833333333333333,196,517,-321,113,130.79
Massachusetts,2022,1,12,0.0833333333333333,150,373,-223,100,145.02
Massachusetts,2023,3,12,0.25,278,454,-176,117,121.74
McNeese,2015,9,10,0.9,295,138,157,171,16.23
McNeese,2016,6,11,0.5454545454545454,352,285,67,189,14.19
McNeese,2017,8,10,0.8,286,167,119,213,10.93
McNeese,2018,6,11,0.5454545454545454,229,266,-37,163,46.78
McNeese,2019,7,12,0.5833333333333334,313,311,2,184,31.02
McNeese,2020,3,7,0.4285714285714285,183,202,-19,199,14.46
McNeese,2021,4,11,0.3636363636363636,270,280,-10,170,39.93
McNeese,2023,0,10,0.0,191,374,-183,169,13.17
Memphis,2015,9,13,0.6923076923076923,522,355,167,90,123.56
Memphis,2016,8,13,0.6153846153846154,505,375,130,78,135.91
Memphis,2017,10,13,0.7692307692307693,592,422,170,77,146.79
Memphis,2018,8,14,0.5714285714285714,601,447,154,61,165.98
Memphis,2019,12,14,0.8571428571428571,566,370,196,56,177.6
Memphis,2020,8,11,0.7272727272727273,341,307,34,81,157.28
Memphis,2021,6,12,0.5,361,351,10,67,172.4
Memphis,2022,7,13,0.5384615384615384,459,338,121,67,165.67
Memphis,2023,10,13,0.7692307692307693,512,374,138,46,187.31
Mercer,2016,6,11,0.5454545454545454,298,318,-20,160,23.5
Mercer,2017,5,11,0.4545454545454545,270,260,10,176,23.29
Mercer,2018,5,11,0.4545454545454545,337,357,-20,187,29.96
Mercer,2019,4,12,0.3333333333333333,323,425,-102,138,79.49
Mercer,2020,5,11,0.4545454545454545,265,330,-65,138,80.23
Mercer,2021,7,10,0.7,317,227,90,139,92.53
Mercer,2022,7,11,0.6363636363636364,420,243,177,179,28.8
Miami,2015,8,13,0.6153846153846154,361,366,-5,14,249.66
Miami,2016,9,13,0.6923076923076923,446,241,205,12,256.08
Miami,2017,10,13,0.7692307692307693,378,273,105,27,215.49
Miami,2018,7,13,0.5384615384615384,374,253,121,22,231.78
Miami,2019,6,13,0.4615384615384615,334,263,71,12,248.67
Miami,2020,8,11,0.7272727272727273,374,297,77,8,280.87
Miami,2021,7,12,0.5833333333333334,409,341,68,27,222.07
Miami,2022,5,12,0.4166666666666667,283,321,-38,13,256.71
Miami,2023,7,13,0.5384615384615384,409,296,113,12,263.12
Miami (OH),2015,3,12,0.25,215,384,-169,106,107.36
Miami (OH),2016,6,13,0.4615384615384615,297,309,-12,125,84.76
Miami (OH),2017,5,12,0.4166666666666667,293,289,4,74,150.48
Miami (OH),2018,6,12,0.5,337,306,31,93,129.79
Miami (OH),2019,8,14,0.5714285714285714,338,394,-56,94,126.73
Miami (OH),2020,2,3,0.6666666666666666,86,80,6,130,103.16
Miami (OH),2021,7,13,0.5384615384615384,376,300,76,89,151.13
Miami (OH),2022,6,13,0.4615384615384615,263,294,-31,89,150.61
Miami (OH),2023,11,14,0.7857142857142857,359,223,136,88,146.03
Michigan,2015,10,13,0.7692307692307693,408,213,195,4,288.74
Michigan,2016,10,13,0.7692307692307693,524,183,341,20,233.54
Michigan,2017,8,13,0.6153846153846154,328,245,83,37,194.82
Michigan,2018,10,13,0.7692307692307693,457,252,205,8,280.38
Michigan,2019,9,13,0.6923076923076923,412,269,143,5,296.03
Michigan,2020,2,6,0.3333333333333333,170,207,-37,22,230.56
Michigan,2021,12,14,0.8571428571428571,501,243,258,8,277.15
Michigan,2022,13,14,0.9285714285714286,566,225,341,14,256.34
Michigan,2023,15,15,1.0,538,156,382,10,268.77
Michigan State,2015,12,14,0.8571428571428571,417,304,113,37,193.96
Michigan State,2016,3,12,0.25,289,333,-44,26,217.62
Michigan State,2017,10,13,0.7692307692307693,319,260,59,23,221.77
Michigan State,2018,7,13,0.5384615384615384,243,223,20,17,239.13
Michigan State,2019,7,13,0.5384615384615384,291,293,-2,36,203.65
Michigan State,2020,2,7,0.2857142857142857,126,246,-120,31,212.21
Michigan State,2021,11,13,0.8461538461538461,414,329,85,32,215.21
Michigan State,2022,5,12,0.4166666666666667,293,329,-36,43,193.32
Michigan State,2023,4,12,0.3333333333333333,191,340,-149,43,190.6
Middle Tennessee,2015,7,13,0.5384615384615384,442,346,96,87,125.23
Middle Tennessee,2016,8,13,0.6153846153846154,516,465,51,85,124.03
Middle Tennessee,2017,7,13,0.5384615384615384,332,321,11,86,134.77
Middle Tennessee,2018,8,14,0.5714285714285714,392,374,18,96,128.26
Middle Tennessee,2019,4,12,0.3333333333333333,316,359,-43,91,128.1
Middle Tennessee,2020,3,9,0.3333333333333333,206,319,-113,104,125.31
Middle Tennessee,2021,7,13,0.5384615384615384,388,334,54,85,154.43
Middle Tennessee,2022,8,13,0.6153846153846154,375,360,15,90,150.6
Middle Tennessee,2023,4,12,0.3333333333333333,291,337,-46,123,107.22
Minnesota,2015,6,13,0.4615384615384615,292,327,-35,67,152.11
Minnesota,2016,9,13,0.6923076923076923,381,287,94,57,172.32
Minnesota,2017,5,12,0.4166666666666667,265,274,-9,63,167.01
Minnesota,2018,7,13,0.5384615384615384,376,345,31,46,182.22
Minnesota,2019,11,13,0.8461538461538461,443,293,150,59,171.42
Minnesota,2020,3,7,0.4285714285714285,191,211,-20,38,206.66
Minnesota,2021,9,13,0.6923076923076923,331,225,106,45,194.48
Minnesota,2022,9,13,0.6923076923076923,367,180,187,38,199.35
Minnesota,2023,6,13,0.4615384615384615,272,347,-75,37,199.4
Mississippi State,2015,9,13,0.6923076923076923,447,302,145,24,214.76
Mississippi State,2016,6,13,0.4615384615384615,395,413,-18,36,199.92
Mississippi State,2017,9,13,0.6923076923076923,416,272,144,18,237.46
Mississippi State,2018,8,13,0.6153846153846154,371,171,200,28,211.11
Mississippi State,2019,6,13,0.4615384615384615,359,375,-16,24,220.22
Mississippi State,2020,4,11,0.3636363636363636,235,309,-74,27,218.47
Mississippi State,2021,7,13,0.5384615384615384,378,337,41,24,236.6
Mississippi State,2022,9,13,0.6923076923076923,411,300,111,27,220.24
Mississippi State,2023,5,12,0.4166666666666667,262,319,-57,25,210.6
Mississippi Valley State,2017,2,11,0.1818181818181818,164,445,-281,238,3.3
Mississippi Valley State,2020,1,4,0.25,43,109,-66,213,9.53
Missouri,2015,5,12,0.4166666666666667,163,194,-31,43,189.91
Missouri,2016,4,12,0.3333333333333333,377,378,-1,37,198.53
Missouri,2017,7,13,0.5384615384615384,488,414,74,25,217.98
Missouri,2018,8,13,0.6153846153846154,476,331,145,43,188.37
Missouri,2019,6,12,0.5,304,233,71,43,187.71
Missouri,2020,5,10,0.5,267,323,-56,43,197.38
Missouri,2021,6,13,0.4615384615384615,378,440,-62,37,202.13
Missouri,2022,6,13,0.4615384615384615,323,327,-4,50,182.85
Missouri,2023,11,13,0.8461538461538461,423,271,152,27,210.28
Missouri State,2016,4,11,0.3636363636363636,257,393,-136,151,28.44
Missouri State,2017,3,11,0.2727272727272727,266,421,-155,215,10.0
Missouri State,2018,4,11,0.3636363636363636,253,396,-143,193,27.34
Missouri State,2019,1,11,0.0909090909090909,170,397,-227,182,32.02
Missouri State,2020,5,10,0.5,175,268,-93,183,17.93
Missouri State,2021,8,12,0.6666666666666666,411,314,97,207,21.02
Missouri State,2022,5,11,0.4545454545454545,301,300,1,164,39.43
Monmouth,2016,4,11,0.3636363636363636,280,361,-81,169,19.29
Monmouth,2017,9,12,0.75,394,331,63,154,35.02
Monmouth,2018,8,11,0.7272727272727273,365,347,18,241,8.82
Monmouth,2019,11,14,0.7857142857142857,501,381,120,168,40.88
Monmouth,2020,3,4,0.75,140,74,66,223,7.98
Monmouth,2021,7,11,0.6363636363636364,354,302,52,228,11.98
Montana,2015,8,13,0.6153846153846154,381,320,61,166,19.94
Montana,2017,7,11,0.6363636363636364,385,319,66,147,37.09
Montana,2018,6,11,0.5454545454545454,373,314,59,137,75.88
Montana,2019,10,14,0.7142857142857143,514,351,163,164,48.96
Montana,2020,2,2,1.0,107,10,97,162,30.84
Montana,2021,10,13,0.7692307692307693,385,212,173,148,69.85
Montana,2022,8,13,0.6153846153846154,470,277,193,155,51.3
Montana,2023,13,15,0.8666666666666667,454,258,196,190,7.3
Montana State,2015,5,11,0.4545454545454545,461,377,84,157,22.21
Montana State,2016,4,11,0.3636363636363636,282,276,6,232,6.64
Montana State,2017,5,11,0.4545454545454545,278,275,3,226,7.98
Montana State,2018,8,13,0.6153846153846154,370,370,0,165,46.61
Montana State,2019,11,15,0.7333333333333333,490,331,159,143,71.96
Montana State,2021,12,15,0.8,430,226,204,151,66.92
Montana State,2022,12,14,0.8571428571428571,601,366,235,133,101.69
Montana State,2023,8,12,0.6666666666666666,479,262,217,152,24.7
Morehead State,2018,3,11,0.2727272727272727,303,475,-172,220,15.51
Morehead State,2019,5,12,0.4166666666666667,345,415,-70,252,5.81
Morehead State,2020,4,7,0.5714285714285714,159,177,-18,235,5.8
Morgan State,2017,1,11,0.0909090909090909,214,405,-191,266,-0.03
Morgan State,2018,4,11,0.3636363636363636,206,282,-76,246,6.67
Morgan State,2019,3,12,0.25,225,380,-155,209,15.74
Morgan State,2021,2,11,0.1818181818181818,154,347,-193,188,31.01
Morgan State,2023,4,10,0.4,161,214,-53,150,26.96
Murray State,2015,3,11,0.2727272727272727,336,409,-73,140,33.47
Murray State,2016,4,11,0.3636363636363636,287,387,-100,155,25.6
Murray State,2017,3,11,0.2727272727272727,232,322,-90,220,9.32
Murray State,2018,5,11,0.4545454545454545,307,384,-77,171,42.71
Murray State,2019,4,12,0.3333333333333333,274,347,-73,223,10.99
Murray State,2020,5,7,0.7142857142857143,195,164,31,166,28.3
Murray State,2021,6,11,0.5454545454545454,237,278,-41,159,54.92
NC State,2015,7,13,0.5384615384615384,432,336,96,59,166.04
NC State,2016,7,13,0.5384615384615384,351,296,55,34,201.31
NC State,2017,9,13,0.6923076923076923,419,328,91,31,208.69
NC State,2018,9,13,0.6923076923076923,440,324,116,50,177.67
NC State,2019,4,12,0.3333333333333333,265,361,-96,53,180.46
NC State,2020,8,12,0.6666666666666666,363,350,13,26,220.57
NC State,2021,9,12,0.75,397,236,161,31,217.29
NC State,2022,8,13,0.6153846153846154,316,249,67,41,194.78
NC State,2023,9,13,0.6923076923076923,341,270,71,34,202.42
Navy,2015,11,13,0.8461538461538461,478,284,194,116,97.15
Navy,2016,9,14,0.6428571428571429,531,434,97,108,101.9
Navy,2017,7,13,0.5384615384615384,396,342,54,112,114.7
Navy,2018,3,13,0.2307692307692307,325,436,-111,91,132.07
Navy,2019,11,13,0.8461538461538461,483,290,193,88,131.73
Navy,2020,3,10,0.3,166,303,-137,106,124.71
Navy,2021,4,12,0.3333333333333333,241,339,-98,124,124.39
Navy,2022,4,12,0.3333333333333333,263,292,-29,126,128.76
Navy,2023,5,12,0.4166666666666667,212,269,-57,107,131.51
Nebraska,2015,6,13,0.4615384615384615,427,362,65,22,220.72
Nebraska,2016,9,13,0.6923076923076923,345,311,34,35,200.24
Nebraska,2017,4,12,0.3333333333333333,309,437,-128,30,211.72
Nebraska,2018,4,12,0.3333333333333333,360,375,-15,26,216.76
Nebraska,2019,5,12,0.4166666666666667,336,333,3,23,224.33
Nebraska,2020,3,8,0.375,185,235,-50,23,227.95
Nebraska,2021,3,12,0.25,335,272,63,18,245.1
Nebraska,2022,4,12,0.3333333333333333,271,331,-60,20,240.27
Nebraska,2023,5,12,0.4166666666666667,216,219,-3,20,216.5
Nevada,2015,7,13,0.5384615384615384,341,349,-8,88,124.94
Nevada,2016,5,12,0.4166666666666667,305,348,-43,81,126.15
Nevada,2017,3,12,0.25,338,407,-69,98,122.5
Nevada,2018,8,13,0.6153846153846154,404,350,54,105,118.76
Nevada,2019,7,13,0.5384615384615384,277,415,-138,95,125.03
Nevada,2020,7,9,0.7777777777777778,277,210,67,82,155.96
Nevada,2021,8,13,0.6153846153846154,464,345,119,93,145.27
Nevada,2022,2,12,0.1666666666666666,226,371,-145,119,132.46
Nevada,2023,2,12,0.1666666666666666,208,401,-193,86,146.32
New Hampshire,2016,8,13,0.6153846153846154,371,316,55,203,11.22
New Hampshire,2017,9,14,0.6428571428571429,309,301,8,190,16.61
New Hampshire,2018,4,11,0.3636363636363636,196,251,-55,222,14.63
New Hampshire,2019,6,11,0.5454545454545454,222,221,1,215,13.6
New Hampshire,2020,0,1,0.0,20,24,-4,224,7.98
New Hampshire,2021,3,11,0.2727272727272727,182,326,-144,185,32.54
New Mexico,2015,7,13,0.5384615384615384,389,369,20,93,122.45
New Mexico,2016,9,13,0.6923076923076923,477,409,68,93,112.56
New Mexico,2017,3,12,0.25,248,382,-134,116,110.03
New Mexico,2018,3,12,0.25,319,434,-115,83,141.76
New Mexico,2019,2,12,0.1666666666666666,267,446,-179,118,109.85
New Mexico,2020,2,7,0.2857142857142857,167,228,-61,124,110.31
New Mexico,2021,3,12,0.25,146,341,-195,119,126.28
New Mexico,2022,2,12,0.1666666666666666,157,312,-155,106,142.34
New Mexico,2023,4,12,0.3333333333333333,327,421,-94,94,140.75
New Mexico State,2015,3,12,0.25,343,540,-197,120,92.08
New Mexico State,2016,3,12,0.25,298,466,-168,122,86.79
New Mexico State,2017,7,13,0.5384615384615384,381,386,-5,125,87.78
New Mexico State,2018,3,12,0.25,303,496,-193,128,94.49
New Mexico State,2019,2,12,0.1666666666666666,260,492,-232,129,94.57
New Mexico State,2020,1,2,0.5,53,72,-19,125,109.3
New Mexico State,2021,2,12,0.1666666666666666,271,485,-214,120,125.55
New Mexico State,2022,7,13,0.5384615384615384,331,311,20,132,108.54
New Mexico State,2023,10,15,0.6666666666666666,412,342,70,114,126.9
Nicholls,2016,5,11,0.4545454545454545,333,328,5,147,32.13
Nicholls,2018,9,13,0.6923076923076923,420,284,136,174,41.98
Nicholls,2019,9,14,0.6428571428571429,391,381,10,249,6.67
Nicholls,2021,6,11,0.5454545454545454,367,314,53,181,33.85
Norfolk State,2016,4,11,0.3636363636363636,174,269,-95,219,8.64
Norfolk State,2017,4,11,0.3636363636363636,209,303,-94,225,7.98
Norfolk State,2018,4,11,0.3636363636363636,207,300,-93,216,16.68
North Carolina,2015,11,14,0.7857142857142857,570,343,227,28,206.42
North Carolina,2016,8,13,0.6153846153846154,420,324,96,30,213.58
North Carolina,2017,3,12,0.25,312,375,-63,28,214.05
North Carolina,2018,2,11,0.1818181818181818,301,380,-79,32,204.83
North Carolina,2019,7,13,0.5384615384615384,430,308,122,29,207.81
North Carolina,2020,8,12,0.6666666666666666,500,353,147,20,232.27
North Carolina,2021,6,13,0.4615384615384615,458,417,41,30,218.57
North Carolina,2022,9,14,0.6428571428571429,482,431,51,19,246.65
North Carolina,2023,8,13,0.6153846153846154,449,355,94,14,253.91
North Carolina A&T,2016,9,12,0.75,422,277,145,226,6.67
North Carolina A&T,2017,12,12,1.0,421,149,272,267,-0.03
North Carolina A&T,2018,10,12,0.8333333333333334,361,170,191,223,14.61
North Carolina A&T,2019,9,12,0.75,457,249,208,256,2.97
North Carolina A&T,2021,5,11,0.4545454545454545,251,285,-34,211,19.69
North Carolina A&T,2022,7,11,0.6363636363636364,315,291,24,225,11.52
North Carolina A&T,2023,1,11,0.0909090909090909,177,336,-159,142,38.9
North Carolina Central,2016,9,12,0.75,347,275,72,217,8.89
North Carolina Central,2017,7,11,0.6363636363636364,236,211,25,208,11.23
North Carolina Central,2018,5,11,0.4545454545454545,289,335,-46,200,24.82
North Carolina Central,2019,4,12,0.3333333333333333,210,328,-118,193,26.67
North Carolina Central,2021,6,11,0.5454545454545454,268,287,-19,199,24.99
North Carolina Central,2022,10,12,0.8333333333333334,463,258,205,219,12.65
North Dakota,2015,7,11,0.6363636363636364,309,283,26,208,6.67
North Dakota,2016,9,12,0.75,355,264,91,300,-0.08
North Dakota,2017,3,11,0.2727272727272727,277,381,-104,178,22.25
North Dakota,2018,6,11,0.5454545454545454,293,249,44,203,21.96
North Dakota,2019,7,12,0.5833333333333334,319,342,-23,158,53.96
North Dakota,2020,5,7,0.7142857142857143,209,147,62,164,30.23
North Dakota,2021,5,11,0.4545454545454545,269,223,46,196,27.5
North Dakota,2022,7,12,0.5833333333333334,364,370,-6,218,12.79
North Dakota,2023,7,12,0.5833333333333334,365,303,62,166,13.76
North Dakota State,2015,13,15,0.8666666666666667,524,230,294,218,0.0
North Dakota State,2016,12,14,0.8571428571428571,408,232,176,142,36.88
North Dakota State,2017,14,15,0.9333333333333332,581,174,407,132,63.16
North Dakota State,2018,15,15,1.0,622,189,433,136,77.25
North Dakota State,2019,16,16,1.0,596,197,399,135,82.65
North Dakota State,2020,7,10,0.7,260,190,70,134,86.92
North Dakota State,2021,14,15,0.9333333333333332,511,167,344,142,86.93
North Dakota State,2022,12,15,0.8,512,297,215,141,77.43
North Texas,2015,1,12,0.0833333333333333,182,495,-313,119,93.6
North Texas,2016,5,13,0.3846153846153846,322,424,-102,103,105.0
North Texas,2017,9,14,0.6428571428571429,497,490,7,94,126.6
North Texas,2018,9,13,0.6923076923076923,450,314,136,102,122.36
North Texas,2019,4,12,0.3333333333333333,367,390,-23,115,111.16
North Texas,2020,4,10,0.4,344,428,-84,101,127.14
North Texas,2021,6,13,0.4615384615384615,357,357,0,75,158.78
North Texas,2022,7,14,0.5,473,444,29,68,164.56
North Texas,2023,5,12,0.4166666666666667,414,445,-31,80,153.89
Northern Arizona,2015,7,11,0.6363636363636364,432,383,49,159,21.71
Northern Arizona,2016,5,11,0.4545454545454545,361,313,48,134,53.85
Northern Arizona,2017,7,12,0.5833333333333334,363,356,7,130,65.76
Northern Arizona,2018,4,10,0.4,258,322,-64,138,75.01
Northern Arizona,2019,4,12,0.3333333333333333,446,496,-50,140,77.63
Northern Arizona,2020,3,5,0.6,117,135,-18,198,14.61
Northern Arizona,2021,5,11,0.4545454545454545,271,330,-59,144,84.4
Northern Arizona,2022,3,11,0.2727272727272727,245,322,-77,139,86.06
Northern Arizona,2023,5,11,0.4545454545454545,303,340,-37,128,80.92
Northern Colorado,2015,6,11,0.5454545454545454,330,378,-48,170,16.28
Northern Colorado,2016,5,10,0.5,321,371,-50,164,20.55
Northern Colorado,2017,3,10,0.3,278,341,-63,201,13.33
Northern Colorado,2018,2,11,0.1818181818181818,262,391,-129,153,56.31
Northern Colorado,2019,2,12,0.1666666666666666,241,453,-212,165,47.94
Northern Colorado,2021,3,11,0.2727272727272727,164,329,-165,197,27.42
Northern Colorado,2022,3,11,0.2727272727272727,229,412,-183,167,36.46
Northern Colorado,2023,0,11,0.0,154,367,-213,188,8.31
Northern Illinois,2015,8,14,0.5714285714285714,436,387,49,102,108.89
Northern Illinois,2016,5,12,0.4166666666666667,366,364,2,98,109.52
Northern Illinois,2017,8,13,0.6153846153846154,376,286,90,83,138.94
Northern Illinois,2018,8,14,0.5714285714285714,282,317,-35,112,111.4
Northern Illinois,2019,5,12,0.4166666666666667,274,338,-64,97,122.74
Northern Illinois,2020,0,6,0.0,149,232,-83,93,141.69
Northern Illinois,2021,9,14,0.6428571428571429,451,472,-21,108,134.16
Northern Illinois,2022,3,12,0.25,327,393,-66,91,149.69
Northern Illinois,2023,7,13,0.5384615384615384,324,273,51,91,142.59
Northern Iowa,2015,9,14,0.6428571428571429,413,274,139,204,6.67
Northern Iowa,2016,5,11,0.4545454545454545,320,242,78,157,24.32
Northern Iowa,2017,8,13,0.6153846153846154,382,307,75,141,39.11
Northern Iowa,2018,7,13,0.5384615384615384,333,277,56,142,68.3
Northern Iowa,2019,10,15,0.6666666666666666,315,265,50,192,26.77
Northern Iowa,2020,3,7,0.4285714285714285,137,107,30,189,16.88
Northern Iowa,2021,6,12,0.5,299,216,83,153,62.42
Northern Iowa,2022,6,11,0.5454545454545454,363,283,80,146,69.28
Northern Iowa,2023,6,11,0.5454545454545454,288,293,-5,143,37.22
Northwestern,2015,10,13,0.7692307692307693,254,242,12,53,174.64
Northwestern,2016,7,13,0.5384615384615384,338,289,49,47,182.68
Northwestern,2017,10,13,0.7692307692307693,380,261,119,55,174.83
Northwestern,2018,9,14,0.6428571428571429,339,325,14,52,174.91
Northwestern,2019,3,12,0.25,196,283,-87,50,182.07
Northwestern,2020,7,9,0.7777777777777778,222,143,79,58,180.18
Northwestern,2021,3,12,0.25,199,348,-149,52,188.14
Northwestern,2022,1,12,0.0833333333333333,165,340,-175,47,190.69
Northwestern,2023,8,13,0.6153846153846154,287,293,-6,50,184.3
Northwestern State,2016,1,11,0.0909090909090909,249,370,-121,210,10.04
Northwestern State,2017,4,11,0.3636363636363636,250,346,-96,177,22.92
Northwestern State,2018,5,11,0.4545454545454545,312,380,-68,181,35.3
Northwestern State,2019,3,12,0.25,303,452,-149,202,21.78
Northwestern State,2020,1,6,0.1666666666666666,143,181,-38,197,14.69
Northwestern State,2021,3,11,0.2727272727272727,214,375,-161,212,19.61
Northwestern State,2023,0,9,0.0,84,216,-132,180,10.53
Notre Dame,2015,10,13,0.7692307692307693,445,313,132,5,284.77
Notre Dame,2016,4,12,0.3333333333333333,371,334,37,11,260.44
Notre Dame,2017,10,13,0.7692307692307693,445,279,166,13,267.79
Notre Dame,2018,12,13,0.9230769230769232,408,237,171,15,249.43
Notre Dame,2019,11,13,0.8461538461538461,478,233,245,10,251.32
Notre Dame,2020,10,12,0.8333333333333334,401,236,165,10,268.86
Notre Dame,2021,11,13,0.8461538461538461,458,256,202,16,258.56
Notre Dame,2022,9,13,0.6923076923076923,413,299,114,17,251.45
Notre Dame,2023,10,13,0.7692307692307693,509,207,302,9,269.15
Ohio,2015,8,13,0.6153846153846154,358,329,29,117,96.79
Ohio,2016,8,14,0.5714285714285714,368,317,51,102,105.12
Ohio,2017,9,13,0.6923076923076923,508,315,193,92,128.68
Ohio,2018,9,13,0.6923076923076923,521,320,201,115,109.82
Ohio,2019,7,13,0.5384615384615384,446,345,101,103,120.83
Ohio,2020,2,3,0.6666666666666666,103,50,53,121,110.94
Ohio,2021,3,12,0.25,271,364,-93,103,138.11
Ohio,2022,10,14,0.7142857142857143,445,396,49,129,116.96
Ohio,2023,10,13,0.7692307692307693,316,206,110,99,137.6
Ohio State,2015,12,13,0.9230769230769232,464,196,268,2,303.35
Ohio State,2016,11,13,0.8461538461538461,512,201,311,3,296.08
Ohio State,2017,12,14,0.8571428571428571,576,266,310,7,279.6
Ohio State,2018,13,14,0.9285714285714286,593,357,236,4,289.12
Ohio State,2019,13,14,0.9285714285714286,656,192,464,2,312.14
Ohio State,2020,7,8,0.875,328,206,122,2,317.06
Ohio State,2021,11,13,0.8461538461538461,594,296,298,14,261.18
Ohio State,2022,11,13,0.8461538461538461,575,273,302,5,295.08
Ohio State,2023,11,13,0.8461538461538461,397,146,251,2,309.49
Oklahoma,2015,11,13,0.8461538461538461,566,286,280,16,241.93
Oklahoma,2016,11,13,0.8461538461538461,571,375,196,14,248.94
Oklahoma,2017,12,14,0.8571428571428571,632,379,253,15,249.69
Oklahoma,2018,12,14,0.8571428571428571,677,466,211,19,238.73
Oklahoma,2019,12,14,0.8571428571428571,590,382,208,8,270.79
Oklahoma,2020,9,11,0.8181818181818182,473,239,234,9,276.62
Oklahoma,2021,11,13,0.8461538461538461,508,335,173,6,279.28
Oklahoma,2022,6,13,0.4615384615384615,427,390,37,11,259.6
Oklahoma,2023,10,13,0.7692307692307693,542,305,237,11,267.92
Oklahoma State,2015,10,13,0.7692307692307693,514,396,118,31,199.52
Oklahoma State,2016,10,13,0.7692307692307693,502,345,157,27,217.59
Oklahoma State,2017,10,13,0.7692307692307693,585,382,203,40,191.28
Oklahoma State,2018,7,13,0.5384615384615384,499,422,77,45,184.33
Oklahoma State,2019,8,13,0.6153846153846154,422,348,74,38,194.18
Oklahoma State,2020,8,11,0.7272727272727273,332,258,74,34,209.93
Oklahoma State,2021,12,14,0.8571428571428571,435,253,182,38,202.09
Oklahoma State,2022,7,13,0.5384615384615384,398,376,22,45,192.35
Oklahoma State,2023,10,14,0.7142857142857143,414,400,14,39,196.26
Old Dominion,2015,5,12,0.4166666666666667,291,429,-138,122,87.47
Old Dominion,2016,10,13,0.7692307692307693,456,354,102,77,136.07
Old Dominion,2017,5,12,0.4166666666666667,248,380,-132,110,115.65
Old Dominion,2018,4,12,0.3333333333333333,370,431,-61,120,106.63
Old Dominion,2019,1,12,0.0833333333333333,195,358,-163,124,99.41
Old Dominion,2021,6,13,0.4615384615384615,359,361,-2,116,128.31
Old Dominion,2022,3,12,0.25,234,319,-85,94,146.75
Old Dominion,2023,6,13,0.4615384615384615,310,353,-43,100,135.74
Ole Miss,2015,10,13,0.7692307692307693,531,294,237,8,275.52
Ole Miss,2016,5,12,0.4166666666666667,391,408,-17,15,241.12
Ole Miss,2017,6,12,0.5,394,415,-21,17,245.71
Ole Miss,2018,5,12,0.4166666666666667,407,434,-27,5,281.69
Ole Miss,2019,4,12,0.3333333333333333,319,318,1,31,207.63
Ole Miss,2020,5,10,0.5,392,383,9,32,211.49
Ole Miss,2021,10,13,0.7692307692307693,438,321,117,22,238.11
Ole Miss,2022,8,13,0.6153846153846154,435,332,103,34,204.07
Ole Miss,2023,11,13,0.8461538461538461,456,293,163,18,234.56
Oregon,2015,9,13,0.6923076923076923,559,488,71,19,227.16
Oregon,2016,4,12,0.3333333333333333,425,497,-72,21,232.44
Oregon,2017,7,13,0.5384615384615384,468,377,91,16,245.79
Oregon,2018,9,13,0.6923076923076923,453,330,123,27,216.42
Oregon,2019,12,14,0.8571428571428571,495,231,264,19,230.04
Oregon,2020,4,7,0.5714285714285714,219,198,21,13,260.22
Oregon,2021,10,14,0.7142857142857143,440,378,62,7,277.98
Oregon,2022,10,13,0.7692307692307693,504,356,148,12,259.49
Oregon,2023,12,14,0.8571428571428571,619,231,388,6,287.38
Oregon State,2015,2,12,0.1666666666666666,228,444,-216,45,186.6
Oregon State,2016,4,12,0.3333333333333333,314,366,-52,60,166.96
Oregon State,2017,1,12,0.0833333333333333,248,516,-268,61,167.89
Oregon State,2018,2,12,0.1666666666666666,313,548,-235,58,169.17
Oregon State,2019,5,12,0.4166666666666667,374,390,-16,51,181.32
Oregon State,2020,2,7,0.2857142857142857,202,233,-31,70,173.14
Oregon State,2021,7,13,0.5384615384615384,406,335,71,66,172.88
Oregon State,2022,10,13,0.7692307692307693,419,260,159,53,182.12
Oregon State,2023,8,13,0.6153846153846154,414,298,116,108,131.45
Penn State,2015,7,13,0.5384615384615384,301,284,17,33,195.7
Penn State,2016,11,14,0.7857142857142857,526,356,170,24,221.35
Penn State,2017,11,13,0.8461538461538461,534,214,320,14,250.0
Penn State,2018,9,13,0.6923076923076923,439,267,172,20,237.79
Penn State,2019,11,13,0.8461538461538461,465,208,257,15,240.47
Penn State,2020,4,9,0.4444444444444444,268,249,19,6,285.92
Penn State,2021,7,13,0.5384615384615384,325,225,100,12,270.67
Penn State,2022,11,13,0.8461538461538461,465,237,228,15,256.05
Penn State,2023,10,13,0.7692307692307693,471,175,296,21,216.43
Pennsylvania,2015,7,10,0.7,329,268,61,139,34.17
Pennsylvania,2016,7,10,0.7,277,213,64,190,13.96
Pennsylvania,2018,6,10,0.6,186,209,-23,158,53.42
Pennsylvania,2019,5,10,0.5,245,298,-53,139,79.22
Pennsylvania,2021,3,10,0.3,191,215,-24,158,54.99
Pennsylvania,2022,8,10,0.8,266,197,69,157,50.08
Pennsylvania,2023,6,10,0.6,255,210,45,139,47.87
