year,home_team,home_points,away_team,away_points
2015,Georgia Tech,28,Pittsburgh,31
2015,Kennesaw State,12,Gardner-Webb,7
2015,Morgan State,10,Hampton,20
2015,Central Michigan,51,Buffalo,14
2015,Butler,38,Davidson,7
2015,North Carolina A&T,24,Bethune-Cookman,14
2015,Stetson,6,Campbell,16
2015,Monmouth,20,Liberty,17
2015,Sacred Heart,31,Cornell,6
2015,Jacksonville,49,Edward Waters,28
2015,Fordham,47,Holy Cross,41
2015,Georgetown,13,Colgate,17
2015,VMI,27,Chattanooga,33
2015,Presbyterian,7,Charleston Southern,10
2015,Valparaiso,14,Dayton,44
2015,South Carolina State,49,Howard,10
2015,Savannah St,22,North Carolina Central,39
2015,Alabama A&M,28,Jackson State,22
2015,Wofford,17,Western Carolina,24
2015,Southeast Missouri State,10,Eastern Kentucky,27
2015,Miami (OH),12,Northern Illinois,45
2015,Missouri State,2,Illinois State,38
2015,Indiana State,39,Southern Illinois,36
2015,Florida A&M,41,Delaware State,13
2015,Ball State,19,Georgia State,31
2015,Bowling Green,59,Akron,10
2015,Elon,0,James Madison,51
2015,Samford,25,The Citadel,44
2015,Northern Colorado,56,UC Davis,27
2015,Maine,10,Yale,21
2015,Columbia,7,Pennsylvania,42
2015,UAlbany,0,Villanova,37
2015,Lafayette,0,Harvard,42
2015,St. Francis (PA),43,Wagner,14
2015,Colorado State,38,Air Force,23
2015,Kansas State,0,Oklahoma,55
2015,Old Dominion,37,Charlotte,34
2015,Minnesota,25,Nebraska,48
2015,Indiana,52,Rutgers,55
2015,Virginia,44,Syracuse,38
2015,Miami,30,Virginia Tech,20
2015,Texas A&M,23,Alabama,41
2015,Michigan,23,Michigan State,27
2015,North Dakota State,21,South Dakota,24
2015,Abilene Christian,21,Sam Houston,49
2015,Troy,16,Idaho,19
2015,Massachusetts,10,Kent State,15
2015,Portland State,59,Montana State,42
2015,Mercer,52,East Tennessee State,0
2015,Youngstown State,8,South Dakota State,38
2015,Wyoming,28,Nevada,21
2015,Washington State,52,Oregon State,31
2015,South Carolina,19,Vanderbilt,10
2015,Nicholls,38,Houston Christian,17
2015,Idaho State,28,Eastern Washington,45
2015,San Diego,27,Drake,0
2015,Austin Peay,14,UT Martin,44
2015,Northern Iowa,19,Western Illinois,24
2015,Georgia Southern,56,New Mexico State,26
2015,Stony Brook,14,Towson,21
2015,Tennessee Tech,13,Jacksonville State,42
2015,Tennessee State,22,Eastern Illinois,25
2015,Southern Miss,32,UTSA,10
2015,New Mexico,28,Hawai'i,27
2015,UL Monroe,14,App State,59
2015,Northwestern State,48,Lamar,35
2015,Central Arkansas,13,McNeese,28
2015,Iowa State,21,TCU,45
2015,LSU,35,Florida,28
2015,Clemson,34,Boston College,17
2015,North Carolina,50,Wake Forest,14
2015,Notre Dame,41,USC,31
2015,Temple,30,UCF,16
2015,Georgia,9,Missouri,6
2015,Weber State,25,North Dakota,24
2015,Southern Utah,44,Sacramento State,0
2015,SE Louisiana,27,Stephen F. Austin,28
2015,Ohio State,38,Penn State,10
2015,Colorado,31,Arizona,38
2015,Utah,34,Arizona State,18
2015,San José State,7,San Diego State,30
2015,Washington,20,Oregon,26
2015,Arkansas State,37,Louisiana,27
2015,East Carolina,14,Temple,24
2015,App State,31,Georgia Southern,13
2015,UCLA,40,California,24
2015,Pennsylvania,34,Yale,20
2015,Tulsa,42,Memphis,66
2015,San Diego State,48,Utah State,14
2015,Charlotte,10,Southern Miss,44
2015,Baylor,45,Iowa State,27
2015,Miami,0,Clemson,58
2015,UCF,10,Houston,59
2015,Syracuse,20,Pittsburgh,23
2015,Arkansas,54,Auburn,46
2015,Wake Forest,17,NC State,35
2015,Rice,38,Army,31
2015,Texas,23,Kansas State,9
2015,Nebraska,28,Northwestern,30
2015,Harvard,42,Princeton,7
2015,Cornell,24,Brown,44
2015,Maine,23,Stony Brook,10
2015,Louisville,17,Boston College,14
2015,Kent State,0,Bowling Green,48
2015,Holy Cross,42,Lafayette,0
2015,Navy,31,Tulane,14
2015,Bucknell,9,Georgetown,17
2015,Fordham,59,Lehigh,42
2015,Monmouth,20,Coastal Carolina,23
2015,Indiana State,14,North Dakota State,28
2015,Texas Southern,21,Southern,40
2015,North Carolina A&T,65,Howard,14
2015,Bryant,26,St. Francis (PA),24
2015,Sacred Heart,10,Central Connecticut,26
2015,Davidson,10,Marist,31
2015,Gardner-Webb,0,Charleston Southern,34
2015,Furman,17,The Citadel,38
2015,Wofford,17,Chattanooga,20
2015,Valparaiso,14,Stetson,37
2015,North Carolina Central,20,Morgan State,17
2015,Drake,28,Jacksonville,24
2015,Delaware State,7,South Carolina State,34
2015,Eastern Illinois,51,Tennessee Tech,20
2015,Western Michigan,35,Miami (OH),13
2015,Air Force,42,Fresno State,14
2015,Ball State,21,Central Michigan,23
2015,Massachusetts,35,Toledo,51
2015,BYU,70,Wagner,6
2015,Dartmouth,13,Columbia,9
2015,Grambling,49,Mississippi Valley State,14
2015,Mercer,21,VMI,28
2015,Houston Christian,7,SE Louisiana,22
2015,Jackson State,37,Arkansas-Pine Bluff,3
2015,South Dakota,40,Missouri State,10
2015,Illinois State,48,Western Illinois,28
2015,UT Martin,52,Murray State,45
2015,Eastern Kentucky,45,Tennessee State,21
2015,South Dakota State,7,Northern Iowa,10
2015,Maryland,30,Penn State,31
2015,Louisiana Tech,45,Middle Tennessee,16
2015,Marshall,30,North Texas,13
2015,Buffalo,41,Ohio,17
2015,Northern Illinois,49,Eastern Michigan,21
2015,Western Carolina,56,Samford,36
2015,James Madison,49,Richmond,59
2015,William & Mary,40,Hampton,7
2015,Delaware,31,New Hampshire,14
2015,Montana,42,North Dakota,16
2015,Alabama,19,Tennessee,14
2015,North Carolina,26,Virginia,13
2015,Illinois,13,Wisconsin,24
2015,Oklahoma,63,Texas Tech,27
2015,Virginia Tech,43,Duke,45
2015,Oklahoma State,58,Kansas,10
2015,Michigan State,52,Indiana,26
2015,Northern Colorado,41,Eastern Washington,43
2015,South Florida,38,SMU,14
2015,Vanderbilt,10,Missouri,3
2015,Arizona,42,Washington State,45
2015,Bethune-Cookman,59,Norfolk State,49
2015,Campbell,27,Morehead State,31
2015,Nevada,30,Hawai'i,20
2015,Cincinnati,37,UConn,13
2015,Montana State,63,East Tennessee State,7
2015,Idaho,27,UL Monroe,13
2015,Austin Peay,7,Jacksonville State,27
2015,Dayton,27,Butler,24
2015,Florida International,41,Old Dominion,12
2015,Robert Morris,7,Duquesne,16
2015,UC Davis,6,Southern Utah,34
2015,Liberty,45,Kennesaw State,35
2015,Northern Arizona,52,Weber State,36
2015,Southern Illinois,38,Youngstown State,31
2015,Lamar,17,Central Arkansas,35
2015,Towson,28,Villanova,21
2015,Texas State,36,South Alabama,18
2015,San José State,31,New Mexico,21
2015,UTEP,27,Florida Atlantic,17
2015,McNeese,47,Northwestern State,27
2015,Ole Miss,23,Texas A&M,3
2015,Georgia Tech,22,Florida State,16
2015,LSU,48,Western Kentucky,20
2015,Sam Houston,37,Nicholls,7
2015,USC,42,Utah,24
2015,Mississippi State,42,Kentucky,16
2015,New Mexico State,7,Troy,52
2015,Rutgers,7,Ohio State,49
2015,San Diego,45,Warner University,14
2015,Sacramento State,38,Idaho State,13
2015,Cal Poly,35,Portland State,38
2015,Boise State,34,Wyoming,14
2015,Oregon State,13,Colorado,17
2015,Stanford,31,Washington,14
2015,Incarnate Word,25,Abilene Christian,20
2015,Pittsburgh,19,North Carolina,26
2015,Miami (OH),24,Buffalo,29
2015,TCU,40,West Virginia,10
2015,Eastern Michigan,28,Western Michigan,58
2015,Georgia Southern,37,Texas State,13
2015,Arizona State,55,Oregon,61
2015,UConn,31,East Carolina,13
2015,Wake Forest,19,Louisville,20
2015,Harvard,14,Dartmouth,13
2015,Rice,17,Louisiana Tech,42
2015,Utah State,58,Wyoming,27
2015,Cincinnati,52,UCF,7
2015,Central Connecticut,34,Robert Morris,0
2015,Stony Brook,7,Elon,21
2015,Navy,29,South Florida,17
2015,Texas A&M,35,South Carolina,28
2015,Penn State,39,Illinois,0
2015,Marist,35,Butler,14
2015,Purdue,55,Nebraska,45
2015,Duquesne,35,Wagner,17
2015,Wisconsin,48,Rutgers,10
2015,St. Francis (PA),23,Sacred Heart,14
2015,Old Dominion,30,Western Kentucky,55
2015,Florida State,45,Syracuse,21
2015,Auburn,19,Ole Miss,27
2015,Yale,7,Columbia,17
2015,Brown,28,Pennsylvania,48
2015,Boston College,10,Virginia Tech,26
2015,Lehigh,33,Georgetown,28
2015,Morehead State,38,Drake,35
2015,Colgate,31,Fordham,29
2015,East Tennessee State,42,Warner University,9
2015,Stetson,16,San Diego,47
2015,Dayton,31,Jacksonville,14
2015,New Hampshire,20,Rhode Island,17
2015,Kennesaw State,23,Monmouth,13
2015,Howard,55,Savannah St,9
2015,Ball State,20,Massachusetts,10
2015,Illinois State,27,Indiana State,24
2015,Holy Cross,34,Bryant,33
2015,South Carolina State,34,Hampton,20
2015,VMI,20,Wofford,41
2015,North Carolina Central,24,Norfolk State,16
2015,Delaware State,21,Bethune-Cookman,49
2015,North Dakota,44,Montana State,38
2015,Presbyterian,10,Gardner-Webb,14
2015,Towson,19,Delaware,0
2015,Western Illinois,21,Youngstown State,23
2015,The Citadel,21,Mercer,19
2015,Chattanooga,41,Western Carolina,13
2015,Murray State,20,Eastern Illinois,34
2015,Akron,6,Central Michigan,14
2015,Southeast Missouri State,38,Tennessee Tech,17
2015,Jacksonville State,34,Eastern Kentucky,0
2015,Northern Iowa,20,South Dakota,7
2015,Prairie View A&M,54,Arkansas-Pine Bluff,29
2015,Mississippi Valley State,16,Jackson State,26
2015,Southern Miss,34,UTEP,13
2015,UCLA,35,Colorado,31
2015,Missouri State,0,South Dakota State,39
2015,Southern Illinois,29,North Dakota State,35
2015,Samford,17,Furman,20
2015,Davidson,9,Campbell,39
2015,Houston Christian,7,Lamar,55
2015,California,21,USC,27
2015,Virginia,27,Georgia Tech,21
2015,Tennessee State,20,Austin Peay,6
2015,Eastern Washington,14,Weber State,13
2015,Florida,27,Georgia,3
2015,Richmond,38,UAlbany,31
2015,Lafayette,24,Bucknell,35
2015,Princeton,47,Cornell,21
2015,Alabama State,35,Alabama A&M,20
2015,Abilene Christian,13,McNeese,15
2015,NC State,41,Clemson,56
2015,Iowa,31,Maryland,15
2015,Texas Tech,53,Oklahoma State,70
2015,Kansas,7,Oklahoma,62
2015,Charlotte,10,Marshall,34
2015,Florida Atlantic,31,Florida International,17
2015,UNLV,27,Boise State,55
2015,Colorado State,17,San Diego State,41
2015,App State,44,Troy,41
2015,SMU,31,Tulsa,40
2015,Nicholls,21,Northwestern State,37
2015,William & Mary,44,James Madison,41
2015,Stephen F. Austin,55,Incarnate Word,21
2015,Arkansas,63,UT Martin,28
2015,Southern Utah,54,Cal Poly,37
2015,Louisiana,30,UL Monroe,24
2015,Portland State,35,Montana,16
2015,Northern Arizona,63,Northern Colorado,21
2015,Southern,7,Alcorn State,48
2015,Florida A&M,10,North Carolina A&T,28
2015,Arkansas State,48,Georgia State,34
2015,Utah,27,Oregon State,12
2015,North Texas,30,UTSA,23
2015,Minnesota,26,Michigan,29
2015,Charleston Southern,33,Coastal Carolina,25
2015,Memphis,41,Tulane,13
2015,Houston,34,Vanderbilt,0
2015,Duke,27,Miami,30
2015,Iowa State,24,Texas,0
2015,Sam Houston,38,East Texas A&M,24
2015,Kentucky,21,Tennessee,52
2015,Villanova,13,Maine,3
2015,Temple,20,Notre Dame,24
2015,New Mexico State,55,Idaho,48
2015,Central Arkansas,21,SE Louisiana,16
2015,Washington State,28,Stanford,30
2015,Hawai'i,7,Air Force,58
2015,Washington,49,Arizona,3
2015,Toledo,27,Northern Illinois,32
2015,Bowling Green,62,Ohio,24
2015,Kent State,17,Buffalo,18
2015,Kansas State,24,Baylor,31
2015,Western Michigan,54,Ball State,7
2015,App State,27,Arkansas State,40
2015,Missouri,13,Mississippi State,31
2015,Fresno State,16,Nevada,30
2015,Dartmouth,21,Cornell,3
2015,UTEP,24,Rice,21
2015,SMU,40,Temple,60
2015,San José State,16,BYU,17
2015,Tulsa,45,UCF,30
2015,Wagner,10,Bryant,40
2015,Sacred Heart,14,Duquesne,41
2015,Central Connecticut,13,St. Francis (PA),22
2015,Pennsylvania,26,Princeton,23
2015,Elon,13,William & Mary,34
2015,Delaware,6,UAlbany,17
2015,Robert Morris,21,East Tennessee State,9
2015,Northwestern,23,Penn State,21
2015,Georgia,27,Kentucky,3
2015,North Carolina,66,Duke,31
2015,West Virginia,31,Texas Tech,26
2015,Purdue,14,Illinois,48
2015,Florida International,48,Charlotte,31
2015,Western Kentucky,35,Florida Atlantic,19
2015,Massachusetts,13,Akron,17
2015,Pittsburgh,30,Notre Dame,42
2015,Florida,9,Vanderbilt,7
2015,Lehigh,51,Holy Cross,38
2015,Boston College,8,NC State,24
2015,Yale,41,Brown,14
2015,Rhode Island,3,Villanova,24
2015,Louisville,41,Syracuse,17
2015,Eastern Kentucky,35,UT Martin,42
2015,Stony Brook,14,Howard,9
2015,Kennesaw State,14,Charleston Southern,28
2015,Colorado,10,Stanford,42
2015,Marist,49,Stetson,14
2015,Jacksonville,42,Davidson,12
2015,Butler,42,Valparaiso,21
2015,Hampton,33,Florida A&M,0
2015,Columbia,16,Harvard,24
2015,Fordham,24,Bucknell,16
2015,Lafayette,19,Colgate,28
2015,Morehead State,15,Dayton,20
2015,South Carolina State,6,North Carolina A&T,9
2015,Northern Colorado,35,Portland State,32
2015,Weber State,23,UC Davis,3
2015,Georgia State,21,Louisiana,23
2015,Norfolk State,20,Savannah St,17
2015,North Carolina Central,43,Delaware State,10
2015,Alabama A&M,27,Mississippi Valley State,24
2015,Eastern Illinois,3,Jacksonville State,24
2015,South Dakota,34,Southern Illinois,31
2015,Youngstown State,47,Missouri State,7
2015,The Citadel,35,VMI,14
2015,Miami (OH),28,Eastern Michigan,13
2015,San Diego,31,Campbell,27
2015,Grambling,41,Texas Southern,15
2015,Alcorn State,34,Prairie View A&M,40
2015,New Hampshire,30,Richmond,25
2015,Samford,43,Clark Atlanta,0
2015,South Dakota State,25,Illinois State,20
2015,Miami,27,Virginia,21
2015,Wyoming,7,Colorado State,26
2015,South Alabama,52,Idaho,45
2015,Troy,51,UL Monroe,14
2015,New Mexico,14,Utah State,13
2015,Clemson,23,Florida State,13
2015,Tennessee State,43,Murray State,46
2015,Oklahoma State,49,TCU,29
2015,Indiana,27,Iowa,35
2015,Western Carolina,48,Furman,10
2015,Louisiana Tech,56,North Texas,13
2015,Coastal Carolina,46,Gardner-Webb,0
2015,Middle Tennessee,27,Marshall,24
2015,Maryland,24,Wisconsin,31
2015,Michigan,49,Rutgers,16
2015,Ole Miss,52,Arkansas,53
2015,Air Force,20,Army,3
2015,Washington State,38,Arizona State,24
2015,Houston,33,Cincinnati,30
2015,Arkansas-Pine Bluff,24,Southern,57
2015,North Dakota State,59,Western Illinois,7
2015,Liberty,21,Presbyterian,13
2015,Central Arkansas,36,Stephen F. Austin,24
2015,Montana State,23,Southern Utah,34
2015,Bethune-Cookman,38,Morgan State,14
2015,Mercer,17,Chattanooga,14
2015,Texas State,21,New Mexico State,31
2015,Tulane,3,UConn,7
2015,Tennessee,27,South Carolina,24
2015,Oregon State,0,UCLA,41
2015,Idaho State,27,Montana,33
2015,Northern Iowa,59,Indiana State,13
2015,Austin Peay,15,Southeast Missouri State,44
2015,UNLV,41,Hawai'i,21
2015,Eastern Washington,30,Northern Arizona,52
2015,Oklahoma,52,Iowa State,16
2015,UTSA,31,Old Dominion,36
2015,Memphis,20,Navy,45
2015,Nebraska,39,Michigan State,38
2015,McNeese,27,Sam Houston,10
2015,Lamar,28,Nicholls,30
2015,Maine,7,Towson,10
2015,Northwestern State,39,Abilene Christian,22
2015,SE Louisiana,2,Incarnate Word,16
2015,Jackson State,12,Alabama State,17
2015,Washington,23,Utah,34
2015,East Carolina,17,South Florida,22
2015,Texas A&M,10,Auburn,26
2015,Texas,59,Kansas,20
2015,Ohio State,28,Minnesota,14
2015,Alabama,30,LSU,16
2015,Cal Poly,36,Sacramento State,14
2015,Oregon,44,California,28
2015,USC,38,Arizona,30
2015,Central Michigan,23,Toledo,28
2015,Ohio,27,Kent State,0
2015,Western Michigan,27,Bowling Green,41
2015,Buffalo,30,Northern Illinois,41
2015,Georgia Tech,21,Virginia Tech,23
2015,South Alabama,32,Louisiana,25
2015,Colorado,24,USC,27
2015,Tennessee,24,North Texas,0
2015,Illinois,3,Ohio State,28
2015,South Carolina,14,Florida,24
2015,Michigan State,24,Maryland,7
2015,TCU,23,Kansas,17
2015,Northwestern,21,Purdue,14
2015,Auburn,13,Georgia,20
2015,Duke,13,Pittsburgh,31
2015,Army,31,Tulane,34
2015,Davidson,10,San Diego,35
2015,Wagner,28,Central Connecticut,7
2015,St. Francis (PA),21,Robert Morris,0
2015,Bryant,19,Sacred Heart,28
2015,Harvard,25,Pennsylvania,35
2015,Georgetown,31,Fordham,38
2015,Monmouth,21,Presbyterian,16
2015,Miami (OH),28,Akron,37
2015,Old Dominion,31,UTEP,21
2015,West Virginia,38,Texas,20
2015,Florida Atlantic,17,Middle Tennessee,24
2015,Brown,18,Dartmouth,34
2015,Florida State,34,NC State,17
2015,Cornell,3,Columbia,0
2015,Louisville,38,Virginia,31
2015,Rhode Island,7,Stony Brook,19
2015,Maine,22,Elon,27
2015,Dayton,28,Marist,21
2015,Colgate,49,Lehigh,42
2015,Princeton,28,Yale,35
2015,Savannah St,3,Hampton,42
2015,Bucknell,7,Holy Cross,23
2015,Campbell,14,Jacksonville,20
2015,Morgan State,21,Florida A&M,7
2015,Howard,6,North Carolina Central,41
2015,Norfolk State,10,South Carolina State,17
2015,North Carolina A&T,27,Delaware State,6
2015,Butler,20,Drake,13
2015,Indiana State,30,Western Illinois,37
2015,Furman,20,Mercer,27
2015,Gardner-Webb,28,East Tennessee State,3
2015,William & Mary,31,Towson,17
2015,Wofford,27,Samford,37
2015,Air Force,35,Utah State,28
2015,Chattanooga,31,The Citadel,23
2015,North Dakota,45,Northern Colorado,14
2015,Charlotte,27,UTSA,30
2015,Valparaiso,29,Morehead State,36
2015,Charleston Southern,31,Liberty,24
2015,Texas Southern,13,Alcorn State,65
2015,South Dakota,23,South Dakota State,30
2015,Youngstown State,24,North Dakota State,27
2015,Murray State,34,Eastern Kentucky,41
2015,Jacksonville State,56,Southeast Missouri State,28
2015,Coastal Carolina,45,Kennesaw State,13
2015,Tennessee Tech,42,Austin Peay,24
2015,UT Martin,21,Eastern Illinois,23
2015,Missouri State,0,Northern Iowa,41
2015,Alabama State,13,Prairie View A&M,38
2015,Southern Illinois,21,Illinois State,42
2015,Stetson,60,Ave Maria University,21
2015,Incarnate Word,21,Lamar,28
2015,Abilene Christian,21,SE Louisiana,17
2015,Arizona State,27,Washington,17
2015,Eastern Michigan,17,Massachusetts,28
2015,UL Monroe,21,Arkansas State,59
2015,Navy,55,SMU,14
2015,Syracuse,27,Clemson,37
2015,Mississippi State,6,Alabama,31
2015,Texas Tech,59,Kansas State,44
2015,Rutgers,14,Nebraska,31
2015,Marshall,52,Florida International,0
2015,Notre Dame,28,Wake Forest,7
2015,Rice,10,Southern Miss,65
2015,Iowa State,31,Oklahoma State,35
2015,Troy,10,Georgia Southern,45
2015,Delaware,21,James Madison,24
2015,Villanova,21,Richmond,20
2015,Indiana,41,Michigan,48
2015,Sam Houston,59,Northwestern State,21
2015,North Carolina,59,Miami,21
2015,Montana,57,Eastern Washington,16
2015,Arkansas-Pine Bluff,31,Grambling,49
2015,Northern Arizona,49,Sacramento State,35
2015,Stephen F. Austin,55,Houston Christian,20
2015,Texas State,19,Georgia State,41
2015,Nevada,37,San José State,34
2015,Vanderbilt,21,Kentucky,17
2015,Idaho State,20,Montana State,44
2015,UC Davis,38,Cal Poly,55
2015,Idaho,20,App State,47
2015,Southern,46,Alabama A&M,7
2015,Portland State,24,Southern Utah,23
2015,Nicholls,31,Central Arkansas,34
2015,Texas A&M,41,Western Carolina,17
2015,Colorado State,49,UNLV,35
2015,UAlbany,14,New Hampshire,24
2015,South Florida,44,Temple,23
2015,Houston,35,Memphis,34
2015,LSU,14,Arkansas,31
2015,Missouri,20,BYU,16
2015,Stanford,36,Oregon,38
2015,Cincinnati,49,Tulsa,38
2015,Baylor,34,Oklahoma,44
2015,Iowa,40,Minnesota,35
2015,Arizona,37,Utah,30
2015,Boise State,24,New Mexico,31
2015,San Diego State,38,Wyoming,3
2015,California,54,Oregon State,24
2015,UCLA,27,Washington State,31
2015,Hawai'i,14,Fresno State,42
2015,Bowling Green,28,Toledo,44
2015,Ohio,48,Ball State,31
2015,Northern Illinois,27,Western Michigan,19
2015,Kent State,14,Central Michigan,27
2015,SE Louisiana,24,Nicholls,27
2015,Liberty,24,Coastal Carolina,21
2015,UCF,7,East Carolina,44
2015,Texas State,16,UL Monroe,3
2015,Columbia,23,Brown,28
2015,South Florida,65,Cincinnati,27
2015,Boise State,30,Air Force,37
2015,Army,21,Rutgers,31
2015,Kansas State,38,Iowa State,35
2015,Maryland,28,Indiana,47
2015,Minnesota,32,Illinois,23
2015,Middle Tennessee,41,North Texas,7
2015,Temple,31,Memphis,12
2015,South Carolina,22,The Citadel,23
2015,Kansas,0,West Virginia,49
2015,Penn State,16,Michigan,28
2015,Richmond,20,William & Mary,9
2015,Florida,20,Florida Atlantic,14
2015,Virginia Tech,27,North Carolina,30
2015,Elon,10,Delaware,14
2015,Iowa,40,Purdue,20
2015,Dartmouth,17,Princeton,10
2015,Sacred Heart,45,Wagner,17
2015,Robert Morris,21,Bryant,20
2015,Duquesne,30,St. Francis (PA),20
2015,James Madison,38,Villanova,29
2015,Holy Cross,45,Georgetown,7
2015,Lehigh,49,Lafayette,35
2015,NC State,42,Syracuse,29
2015,Miami,38,Georgia Tech,21
2015,Massachusetts,13,Miami (OH),20
2015,Stetson,17,Davidson,20
2015,Marist,17,Morehead State,20
2015,North Carolina A&T,16,North Carolina Central,21
2015,Colgate,14,Bucknell,10
2015,East Tennessee State,42,Kentucky Wesleyan,27
2015,Jacksonville,58,Valparaiso,13
2015,Savannah St,29,South Carolina State,52
2015,Morgan State,10,Norfolk State,17
2015,Pennsylvania,34,Cornell,21
2015,Illinois State,46,South Dakota,0
2015,New Hampshire,22,Maine,6
2015,Stony Brook,20,UAlbany,2
2015,Indiana State,27,Youngstown State,24
2015,VMI,20,Western Carolina,24
2015,Gardner-Webb,9,Monmouth,23
2015,Georgia State,24,South Alabama,10
2015,Towson,38,Rhode Island,21
2015,Montana State,35,Montana,54
2015,Northern Colorado,40,Abilene Christian,36
2015,Delaware State,32,Howard,31
2015,Prairie View A&M,56,Jackson State,14
2015,Mississippi Valley State,19,Arkansas-Pine Bluff,25
2015,Eastern Illinois,21,Eastern Kentucky,7
2015,Southeast Missouri State,25,UT Martin,28
