team,year,win,points_scored,points_allowed,games_played,win_pct,point_diff
Mississippi College,2022,4,291,399,11,0.36363636363636365,-108
Mississippi College,2023,3,181,265,10,0.3,-84
Mississippi State,2015,9,447,302,13,0.6923076923076923,145
Mississippi State,2016,6,395,413,13,0.46153846153846156,-18
Mississippi State,2017,9,416,272,13,0.6923076923076923,144
Mississippi State,2018,8,371,171,13,0.6153846153846154,200
Mississippi State,2019,6,359,375,13,0.46153846153846156,-16
Mississippi State,2020,4,235,309,11,0.36363636363636365,-74
Mississippi State,2021,7,378,337,13,0.5384615384615384,41
Mississippi State,2022,9,411,300,13,0.6923076923076923,111
Mississippi State,2023,5,262,319,12,0.4166666666666667,-57
Mississippi Valley State,2015,0,113,392,9,0.0,-279
Mississippi Valley State,2016,1,154,504,11,0.09090909090909091,-350
Mississippi Valley State,2017,2,164,445,11,0.18181818181818182,-281
Mississippi Valley State,2018,1,219,466,11,0.09090909090909091,-247
Mississippi Valley State,2019,2,178,319,11,0.18181818181818182,-141
Mississippi Valley State,2020,1,43,109,4,0.25,-66
Mississippi Valley State,2021,4,216,336,11,0.36363636363636365,-120
Mississippi Valley State,2022,2,159,334,11,0.18181818181818182,-175
Mississippi Valley State,2023,1,132,298,11,0.09090909090909091,-166
Missouri,2015,5,163,194,12,0.4166666666666667,-31
Missouri,2016,4,377,378,12,0.3333333333333333,-1
Missouri,2017,7,488,414,13,0.5384615384615384,74
Missouri,2018,8,476,331,13,0.6153846153846154,145
Missouri,2019,6,304,233,12,0.5,71
Missouri,2020,5,267,323,10,0.5,-56
Missouri,2021,6,378,440,13,0.46153846153846156,-62
Missouri,2022,6,323,327,13,0.46153846153846156,-4
Missouri,2023,11,423,271,13,0.8461538461538461,152
Missouri S&T,2016,0,16,49,1,0.0,-33
Missouri S&T,2018,0,12,52,1,0.0,-40
Missouri S&T,2019,1,23,20,1,1.0,3
Missouri S&T,2020,2,124,108,3,0.6666666666666666,16
Missouri S&T,2021,6,396,345,11,0.5454545454545454,51
Missouri S&T,2022,3,207,267,10,0.3,-60
Missouri S&T,2023,4,303,284,11,0.36363636363636365,19
Missouri Southern State,2021,3,234,347,11,0.2727272727272727,-113
Missouri Southern State,2022,4,238,273,11,0.36363636363636365,-35
Missouri Southern State,2023,5,343,314,11,0.45454545454545453,29
Missouri State,2015,1,108,535,11,0.09090909090909091,-427
Missouri State,2016,4,257,393,11,0.36363636363636365,-136
Missouri State,2017,3,266,421,11,0.2727272727272727,-155
Missouri State,2018,4,253,396,11,0.36363636363636365,-143
Missouri State,2019,1,170,397,11,0.09090909090909091,-227
Missouri State,2020,5,175,268,10,0.5,-93
Missouri State,2021,8,411,314,12,0.6666666666666666,97
Missouri State,2022,5,301,300,11,0.45454545454545453,1
Missouri State,2023,4,328,333,11,0.36363636363636365,-5
Missouri Western,2020,0,10,52,1,0.0,-42
Missouri Western,2021,6,374,330,11,0.5454545454545454,44
Missouri Western,2022,5,282,259,11,0.45454545454545453,23
Missouri Western,2023,8,422,270,11,0.7272727272727273,152
Monmouth,2015,5,226,277,11,0.45454545454545453,-51
Monmouth,2016,4,280,361,11,0.36363636363636365,-81
Monmouth,2017,9,394,331,12,0.75,63
Monmouth,2018,8,365,347,11,0.7272727272727273,18
Monmouth,2019,11,501,381,14,0.7857142857142857,120
Monmouth,2020,3,140,74,4,0.75,66
Monmouth,2021,7,354,302,11,0.6363636363636364,52
Monmouth,2022,5,400,377,11,0.45454545454545453,23
Monmouth,2023,4,357,303,11,0.36363636363636365,54
Monmouth (IL),2022,8,420,154,10,0.8,266
Monmouth (IL),2023,8,435,140,10,0.8,295
Montana,2015,8,381,320,13,0.6153846153846154,61
Montana,2016,6,434,297,11,0.5454545454545454,137
Montana,2017,7,385,319,11,0.6363636363636364,66
Montana,2018,6,373,314,11,0.5454545454545454,59
Montana,2019,10,514,351,14,0.7142857142857143,163
Montana,2020,2,107,10,2,1.0,97
Montana,2021,10,385,212,13,0.7692307692307693,173
Montana,2022,8,470,277,13,0.6153846153846154,193
Montana,2023,13,454,258,15,0.8666666666666667,196
Montana State,2015,5,461,377,11,0.45454545454545453,84
Montana State,2016,4,282,276,11,0.36363636363636365,6
Montana State,2017,5,278,275,11,0.45454545454545453,3
Montana State,2018,8,370,370,13,0.6153846153846154,0
Montana State,2019,11,490,331,15,0.7333333333333333,159
Montana State,2021,12,430,226,15,0.8,204
Montana State,2022,12,601,366,14,0.8571428571428571,235
Montana State,2023,8,479,262,12,0.6666666666666666,217
Montana Tech,2023,1,37,29,1,1.0,8
Montana-Western,2017,0,0,76,1,0.0,-76
Montana-Western,2023,1,48,13,1,1.0,35
Montclair State,2020,2,82,32,3,0.6666666666666666,50
Montclair State,2022,2,142,173,10,0.2,-31
Montclair State,2023,5,206,240,10,0.5,-34
Moravian,2022,3,165,323,10,0.3,-158
Moravian,2023,4,258,316,10,0.4,-58
Morehead State,2015,6,281,278,10,0.6,3
Morehead State,2016,4,356,380,11,0.36363636363636365,-24
Morehead State,2017,4,266,448,11,0.36363636363636365,-182
Morehead State,2018,3,303,475,11,0.2727272727272727,-172
Morehead State,2019,5,345,415,12,0.4166666666666667,-70
Morehead State,2020,4,159,177,7,0.5714285714285714,-18
Morehead State,2021,7,360,348,11,0.6363636363636364,12
Morehead State,2022,2,253,406,11,0.18181818181818182,-153
Morehead State,2023,4,243,318,11,0.36363636363636365,-75
Morehouse College,2015,0,27,29,1,0.0,-2
Morehouse College,2017,0,10,23,1,0.0,-13
Morehouse College,2019,0,30,35,1,0.0,-5
Morehouse College,2021,4,191,261,10,0.4,-70
Morehouse College,2022,1,108,331,10,0.1,-223
Morehouse College,2023,1,171,356,10,0.1,-185
Morgan State,2015,4,182,254,10,0.4,-72
Morgan State,2016,3,184,370,11,0.2727272727272727,-186
Morgan State,2017,1,214,405,11,0.09090909090909091,-191
Morgan State,2018,4,206,282,11,0.36363636363636365,-76
Morgan State,2019,3,225,380,12,0.25,-155
Morgan State,2021,2,154,347,11,0.18181818181818182,-193
Morgan State,2022,4,250,308,11,0.36363636363636365,-58
Morgan State,2023,4,161,214,10,0.4,-53
Mount St. Joseph,2018,0,19,48,1,0.0,-29
Mount St. Joseph,2020,5,258,165,6,0.8333333333333334,93
Mount St. Joseph,2022,10,478,293,11,0.9090909090909091,185
Mount St. Joseph,2023,9,609,258,11,0.8181818181818182,351
Muhlenberg,2022,6,345,247,10,0.6,98
Muhlenberg,2023,9,402,192,10,0.9,210
Murray State,2015,3,336,409,11,0.2727272727272727,-73
Murray State,2016,4,287,387,11,0.36363636363636365,-100
Murray State,2017,3,232,322,11,0.2727272727272727,-90
Murray State,2018,5,307,384,11,0.45454545454545453,-77
Murray State,2019,4,274,347,12,0.3333333333333333,-73
Murray State,2020,5,195,164,7,0.7142857142857143,31
Murray State,2021,6,237,278,11,0.5454545454545454,-41
Murray State,2022,2,167,405,11,0.18181818181818182,-238
Murray State,2023,2,183,383,11,0.18181818181818182,-200
Muskingum University,2020,0,22,80,2,0.0,-58
Muskingum University,2022,5,238,288,10,0.5,-50
Muskingum University,2023,4,263,353,10,0.4,-90
NC State,2015,7,432,336,13,0.5384615384615384,96
NC State,2016,7,351,296,13,0.5384615384615384,55
NC State,2017,9,419,328,13,0.6923076923076923,91
NC State,2018,9,440,324,13,0.6923076923076923,116
NC State,2019,4,265,361,12,0.3333333333333333,-96
NC State,2020,8,363,350,12,0.6666666666666666,13
NC State,2021,9,397,236,12,0.75,161
NC State,2022,8,316,249,13,0.6153846153846154,67
NC State,2023,9,341,270,13,0.6923076923076923,71
NEWBERG,2020,1,44,33,2,0.5,11
NEWBERG,2022,8,308,206,10,0.8,102
NEWBERG,2023,4,251,250,10,0.4,1
Navy,2015,11,478,284,13,0.8461538461538461,194
Navy,2016,9,531,434,14,0.6428571428571429,97
Navy,2017,7,396,342,13,0.5384615384615384,54
Navy,2018,3,325,436,13,0.23076923076923078,-111
Navy,2019,11,483,290,13,0.8461538461538461,193
Navy,2020,3,166,303,10,0.3,-137
Navy,2021,4,241,339,12,0.3333333333333333,-98
Navy,2022,4,263,292,12,0.3333333333333333,-29
Navy,2023,5,212,269,12,0.4166666666666667,-57
Nebraska,2015,6,427,362,13,0.46153846153846156,65
Nebraska,2016,9,345,311,13,0.6923076923076923,34
Nebraska,2017,4,309,437,12,0.3333333333333333,-128
Nebraska,2018,4,360,375,12,0.3333333333333333,-15
Nebraska,2019,5,336,333,12,0.4166666666666667,3
Nebraska,2020,3,185,235,8,0.375,-50
Nebraska,2021,3,335,272,12,0.25,63
Nebraska,2022,4,271,331,12,0.3333333333333333,-60
Nebraska,2023,5,216,219,12,0.4166666666666667,-3
Nebraska Wesleyan,2020,0,19,37,1,0.0,-18
Nebraska Wesleyan,2022,1,252,466,10,0.1,-214
Nebraska Wesleyan,2023,4,200,355,10,0.4,-155
Nebraska-Kearney,2021,9,381,302,12,0.75,79
Nebraska-Kearney,2022,8,361,206,11,0.7272727272727273,155
Nebraska-Kearney,2023,3,216,303,11,0.2727272727272727,-87
Nevada,2015,7,341,349,13,0.5384615384615384,-8
Nevada,2016,5,305,348,12,0.4166666666666667,-43
Nevada,2017,3,338,407,12,0.25,-69
Nevada,2018,8,404,350,13,0.6153846153846154,54
Nevada,2019,7,277,415,13,0.5384615384615384,-138
Nevada,2020,7,277,210,9,0.7777777777777778,67
Nevada,2021,8,464,345,13,0.6153846153846154,119
Nevada,2022,2,226,371,12,0.16666666666666666,-145
Nevada,2023,2,208,401,12,0.16666666666666666,-193
New Hampshire,2015,7,287,264,12,0.5833333333333334,23
New Hampshire,2016,8,371,316,13,0.6153846153846154,55
New Hampshire,2017,9,309,301,14,0.6428571428571429,8
New Hampshire,2018,4,196,251,11,0.36363636363636365,-55
New Hampshire,2019,6,222,221,11,0.5454545454545454,1
New Hampshire,2020,0,20,24,1,0.0,-4
New Hampshire,2021,3,182,326,11,0.2727272727272727,-144
New Hampshire,2022,9,386,369,13,0.6923076923076923,17
New Hampshire,2023,6,412,325,11,0.5454545454545454,87
New Haven,2018,0,31,41,1,0.0,-10
New Haven,2021,10,363,172,12,0.8333333333333334,191
New Haven,2022,8,379,179,11,0.7272727272727273,200
New Haven,2023,8,303,185,11,0.7272727272727273,118
New Mexico,2015,7,389,369,13,0.5384615384615384,20
New Mexico,2016,9,477,409,13,0.6923076923076923,68
New Mexico,2017,3,248,382,12,0.25,-134
New Mexico,2018,3,319,434,12,0.25,-115
New Mexico,2019,2,267,446,12,0.16666666666666666,-179
New Mexico,2020,2,167,228,7,0.2857142857142857,-61
New Mexico,2021,3,146,341,12,0.25,-195
New Mexico,2022,2,157,312,12,0.16666666666666666,-155
New Mexico,2023,4,327,421,12,0.3333333333333333,-94
New Mexico Highlands,2015,0,5,41,1,0.0,-36
New Mexico Highlands,2016,0,3,73,1,0.0,-70
New Mexico Highlands,2020,1,62,26,1,1.0,36
New Mexico Highlands,2021,5,335,352,11,0.45454545454545453,-17
New Mexico Highlands,2022,3,204,319,10,0.3,-115
New Mexico Highlands,2023,2,205,440,11,0.18181818181818182,-235
New Mexico State,2015,3,343,540,12,0.25,-197
New Mexico State,2016,3,298,466,12,0.25,-168
New Mexico State,2017,7,381,386,13,0.5384615384615384,-5
New Mexico State,2018,3,303,496,12,0.25,-193
New Mexico State,2019,2,260,492,12,0.16666666666666666,-232
New Mexico State,2020,1,53,72,2,0.5,-19
New Mexico State,2021,2,271,485,12,0.16666666666666666,-214
New Mexico State,2022,7,331,311,13,0.5384615384615384,20
New Mexico State,2023,10,412,342,15,0.6666666666666666,70
Newberry,2015,0,14,17,1,0.0,-3
Newberry,2017,0,14,31,1,0.0,-17
Newberry,2018,0,26,33,1,0.0,-7
Newberry,2020,5,177,94,6,0.8333333333333334,83
Newberry,2021,10,378,218,13,0.7692307692307693,160
Newberry,2022,9,343,242,11,0.8181818181818182,101
Newberry,2023,4,218,267,11,0.36363636363636365,-49
Nicholls,2015,3,188,320,10,0.3,-132
Nicholls,2016,5,333,328,11,0.45454545454545453,5
Nicholls,2017,8,339,302,12,0.6666666666666666,37
Nicholls,2018,9,420,284,13,0.6923076923076923,136
Nicholls,2019,9,391,381,14,0.6428571428571429,10
Nicholls,2020,4,341,238,7,0.5714285714285714,103
Nicholls,2021,6,367,314,11,0.5454545454545454,53
Nicholls,2022,3,203,388,11,0.2727272727272727,-185
Nicholls,2023,6,267,281,11,0.5454545454545454,-14
Nichols College,2022,4,275,372,10,0.4,-97
Nichols College,2023,3,356,432,10,0.3,-76
Norfolk State,2015,4,184,312,11,0.36363636363636365,-128
Norfolk State,2016,4,174,269,11,0.36363636363636365,-95
Norfolk State,2017,4,209,303,11,0.36363636363636365,-94
Norfolk State,2018,4,207,300,11,0.36363636363636365,-93
Norfolk State,2019,5,347,349,12,0.4166666666666667,-2
Norfolk State,2021,6,365,338,11,0.5454545454545454,27
Norfolk State,2022,2,189,444,11,0.18181818181818182,-255
Norfolk State,2023,3,264,325,11,0.2727272727272727,-61
North Alabama,2016,0,15,60,2,0.0,-45
North Alabama,2018,7,259,243,10,0.7,16
North Alabama,2019,4,288,369,11,0.36363636363636365,-81
North Alabama,2020,0,51,142,4,0.0,-91
North Alabama,2021,3,310,366,11,0.2727272727272727,-56
North Alabama,2022,1,314,457,11,0.09090909090909091,-143
North Alabama,2023,3,252,366,11,0.2727272727272727,-114
North American University,2022,0,29,287,5,0.0,-258
North American University,2023,0,3,154,2,0.0,-151
North Carolina,2015,11,570,343,14,0.7857142857142857,227
North Carolina,2016,8,420,324,13,0.6153846153846154,96
North Carolina,2017,3,312,375,12,0.25,-63
North Carolina,2018,2,301,380,11,0.18181818181818182,-79
North Carolina,2019,7,430,308,13,0.5384615384615384,122
North Carolina,2020,8,500,353,12,0.6666666666666666,147
North Carolina,2021,6,458,417,13,0.46153846153846156,41
North Carolina,2022,9,482,431,14,0.6428571428571429,51
North Carolina,2023,8,449,355,13,0.6153846153846154,94
North Carolina A&T,2015,10,371,206,12,0.8333333333333334,165
North Carolina A&T,2016,9,422,277,12,0.75,145
North Carolina A&T,2017,12,421,149,12,1.0,272
North Carolina A&T,2018,10,361,170,12,0.8333333333333334,191
North Carolina A&T,2019,9,457,249,12,0.75,208
North Carolina A&T,2021,5,251,285,11,0.45454545454545453,-34
North Carolina A&T,2022,7,315,291,11,0.6363636363636364,24
North Carolina A&T,2023,1,177,336,11,0.09090909090909091,-159
North Carolina Central,2015,8,327,233,11,0.7272727272727273,94
North Carolina Central,2016,9,347,275,12,0.75,72
North Carolina Central,2017,7,236,211,11,0.6363636363636364,25
North Carolina Central,2018,5,289,335,11,0.45454545454545453,-46
North Carolina Central,2019,4,210,328,12,0.3333333333333333,-118
North Carolina Central,2021,6,268,287,11,0.5454545454545454,-19
North Carolina Central,2022,10,463,258,12,0.8333333333333334,205
North Carolina Central,2023,9,427,345,12,0.75,82
North Carolina Wesleyan,2019,0,21,55,1,0.0,-34
North Carolina Wesleyan,2020,0,52,101,3,0.0,-49
North Carolina Wesleyan,2022,3,157,345,10,0.3,-188
North Carolina Wesleyan,2023,4,179,283,10,0.4,-104
North Central College,2019,1,41,14,1,1.0,27
North Central College,2021,0,24,57,1,0.0,-33
North Central College,2022,15,786,80,15,1.0,706
North Central College,2023,14,879,256,15,0.9333333333333333,623
North Dakota,2015,7,309,283,11,0.6363636363636364,26
North Dakota,2016,9,355,264,12,0.75,91
North Dakota,2017,3,277,381,11,0.2727272727272727,-104
North Dakota,2018,6,293,249,11,0.5454545454545454,44
North Dakota,2019,7,319,342,12,0.5833333333333334,-23
North Dakota,2020,5,209,147,7,0.7142857142857143,62
North Dakota,2021,5,269,223,11,0.45454545454545453,46
North Dakota,2022,7,364,370,12,0.5833333333333334,-6
North Dakota,2023,7,365,303,12,0.5833333333333334,62
North Dakota State,2015,13,524,230,15,0.8666666666666667,294
North Dakota State,2016,12,408,232,14,0.8571428571428571,176
North Dakota State,2017,14,581,174,15,0.9333333333333333,407
North Dakota State,2018,15,622,189,15,1.0,433
North Dakota State,2019,16,596,197,16,1.0,399
North Dakota State,2020,7,260,190,10,0.7,70
North Dakota State,2021,14,511,167,15,0.9333333333333333,344
North Dakota State,2022,12,512,297,15,0.8,215
North Dakota State,2023,11,572,299,15,0.7333333333333333,273
North Greenville,2015,0,14,41,1,0.0,-27
North Greenville,2016,0,14,38,1,0.0,-24
North Greenville,2017,0,34,38,1,0.0,-4
North Greenville,2018,0,28,31,1,0.0,-3
North Greenville,2019,0,17,20,1,0.0,-3
North Greenville,2021,5,288,306,11,0.45454545454545453,-18
North Greenville,2022,3,298,411,11,0.2727272727272727,-113
North Greenville,2023,5,217,249,10,0.5,-32
North Park,2020,0,21,114,3,0.0,-93
North Park,2022,1,141,366,10,0.1,-225
North Park,2023,5,239,268,10,0.5,-29
North Texas,2015,1,182,495,12,0.08333333333333333,-313
North Texas,2016,5,322,424,13,0.38461538461538464,-102
North Texas,2017,9,497,490,14,0.6428571428571429,7
North Texas,2018,9,450,314,13,0.6923076923076923,136
North Texas,2019,4,367,390,12,0.3333333333333333,-23
North Texas,2020,4,344,428,10,0.4,-84
North Texas,2021,6,357,357,13,0.46153846153846156,0
North Texas,2022,7,473,444,14,0.5,29
North Texas,2023,5,414,445,12,0.4166666666666667,-31
Northeastern State,2020,0,0,38,1,0.0,-38
Northeastern State,2021,2,156,512,11,0.18181818181818182,-356
Northeastern State,2022,1,151,370,11,0.09090909090909091,-219
Northeastern State,2023,1,111,463,11,0.09090909090909091,-352
Northern Arizona,2015,7,432,383,11,0.6363636363636364,49
Northern Arizona,2016,5,361,313,11,0.45454545454545453,48
Northern Arizona,2017,7,363,356,12,0.5833333333333334,7
Northern Arizona,2018,4,258,322,10,0.4,-64
Northern Arizona,2019,4,446,496,12,0.3333333333333333,-50
Northern Arizona,2020,3,117,135,5,0.6,-18
Northern Arizona,2021,5,271,330,11,0.45454545454545453,-59
Northern Arizona,2022,3,245,322,11,0.2727272727272727,-77
Northern Arizona,2023,5,303,340,11,0.45454545454545453,-37
Northern Colorado,2015,6,330,378,11,0.5454545454545454,-48
Northern Colorado,2016,5,321,371,10,0.5,-50
Northern Colorado,2017,3,278,341,10,0.3,-63
Northern Colorado,2018,2,262,391,11,0.18181818181818182,-129
Northern Colorado,2019,2,241,453,12,0.16666666666666666,-212
Northern Colorado,2021,3,164,329,11,0.2727272727272727,-165
Northern Colorado,2022,3,229,412,11,0.2727272727272727,-183
Northern Colorado,2023,0,154,367,11,0.0,-213
Northern Illinois,2015,8,436,387,14,0.5714285714285714,49
Northern Illinois,2016,5,366,364,12,0.4166666666666667,2
Northern Illinois,2017,8,376,286,13,0.6153846153846154,90
Northern Illinois,2018,8,282,317,14,0.5714285714285714,-35
Northern Illinois,2019,5,274,338,12,0.4166666666666667,-64
Northern Illinois,2020,0,149,232,6,0.0,-83
Northern Illinois,2021,9,451,472,14,0.6428571428571429,-21
Northern Illinois,2022,3,327,393,12,0.25,-66
Northern Illinois,2023,7,324,273,13,0.5384615384615384,51
Northern Iowa,2015,9,413,274,14,0.6428571428571429,139
Northern Iowa,2016,5,320,242,11,0.45454545454545453,78
Northern Iowa,2017,8,382,307,13,0.6153846153846154,75
Northern Iowa,2018,7,333,277,13,0.5384615384615384,56
Northern Iowa,2019,10,315,265,15,0.6666666666666666,50
Northern Iowa,2020,3,137,107,7,0.42857142857142855,30
Northern Iowa,2021,6,299,216,12,0.5,83
Northern Iowa,2022,6,363,283,11,0.5454545454545454,80
Northern Iowa,2023,6,288,293,11,0.5454545454545454,-5
Northern Michigan,2021,4,233,288,11,0.36363636363636365,-55
Northern Michigan,2022,4,245,317,11,0.36363636363636365,-72
Northern Michigan,2023,0,144,538,11,0.0,-394
Northern State,2021,7,415,347,11,0.6363636363636364,68
Northern State,2022,6,283,193,11,0.5454545454545454,90
Northern State,2023,5,294,307,11,0.45454545454545453,-13
Northwest Missouri St,2015,1,34,7,1,1.0,27
Northwest Missouri St,2016,1,29,3,1,1.0,26
Northwest Missouri St,2021,11,473,162,13,0.8461538461538461,311
Northwest Missouri St,2022,10,372,209,13,0.7692307692307693,163
Northwest Missouri St,2023,7,375,225,11,0.6363636363636364,150
Northwestern,2015,10,254,242,13,0.7692307692307693,12
Northwestern,2016,7,338,289,13,0.5384615384615384,49
Northwestern,2017,10,380,261,13,0.7692307692307693,119
Northwestern,2018,9,339,325,14,0.6428571428571429,14
Northwestern,2019,3,196,283,12,0.25,-87
Northwestern,2020,7,222,143,9,0.7777777777777778,79
Northwestern,2021,3,199,348,12,0.25,-149
Northwestern,2022,1,165,340,12,0.08333333333333333,-175
Northwestern,2023,8,287,293,13,0.6153846153846154,-6
Northwestern (IA),2023,1,27,24,1,1.0,3
Northwestern (MN),2020,1,40,84,2,0.5,-44
Northwestern (MN),2022,6,271,301,11,0.5454545454545454,-30
Northwestern (MN),2023,6,273,338,10,0.6,-65
Northwestern Oklahoma State,2021,1,195,469,10,0.1,-274
Northwestern Oklahoma State,2022,1,200,431,11,0.09090909090909091,-231
Northwestern Oklahoma State,2023,1,145,467,11,0.09090909090909091,-322
Northwestern State,2015,4,276,390,10,0.4,-114
Northwestern State,2016,1,249,370,11,0.09090909090909091,-121
Northwestern State,2017,4,250,346,11,0.36363636363636365,-96
Northwestern State,2018,5,312,380,11,0.45454545454545453,-68
Northwestern State,2019,3,303,452,12,0.25,-149
Northwestern State,2020,1,143,181,6,0.16666666666666666,-38
Northwestern State,2021,3,214,375,11,0.2727272727272727,-161
Northwestern State,2022,4,237,417,11,0.36363636363636365,-180
Northwestern State,2023,0,84,216,9,0.0,-132
Northwood (MI),2021,1,172,401,10,0.1,-229
Northwood (MI),2022,4,241,341,11,0.36363636363636365,-100
Northwood (MI),2023,5,249,300,11,0.45454545454545453,-51
Norwich,2022,3,166,257,10,0.3,-91
Norwich,2023,1,158,323,10,0.1,-165
Notre Dame,2015,10,445,313,13,0.7692307692307693,132
Notre Dame,2016,4,371,334,12,0.3333333333333333,37
Notre Dame,2017,10,445,279,13,0.7692307692307693,166
Notre Dame,2018,12,408,237,13,0.9230769230769231,171
Notre Dame,2019,11,478,233,13,0.8461538461538461,245
Notre Dame,2020,10,401,236,12,0.8333333333333334,165
Notre Dame,2021,11,458,256,13,0.8461538461538461,202
Notre Dame,2022,9,413,299,13,0.6923076923076923,114
Notre Dame,2023,10,509,207,13,0.7692307692307693,302
Notre Dame College,2015,0,24,35,1,0.0,-11
Notre Dame College,2020,3,150,33,3,1.0,117
Notre Dame College,2021,11,528,238,13,0.8461538461538461,290
Notre Dame College,2022,9,378,186,12,0.75,192
Notre Dame College,2023,7,319,242,11,0.6363636363636364,77
Oberlin,2022,0,127,505,10,0.0,-378
Oberlin,2023,1,103,495,10,0.1,-392
Ohio,2015,8,358,329,13,0.6153846153846154,29
Ohio,2016,8,368,317,14,0.5714285714285714,51
Ohio,2017,9,508,315,13,0.6923076923076923,193
Ohio,2018,9,521,320,13,0.6923076923076923,201
Ohio,2019,7,446,345,13,0.5384615384615384,101
Ohio,2020,2,103,50,3,0.6666666666666666,53
Ohio,2021,3,271,364,12,0.25,-93
Ohio,2022,10,445,396,14,0.7142857142857143,49
Ohio,2023,10,316,206,13,0.7692307692307693,110
Ohio Dominican,2020,4,116,88,6,0.6666666666666666,28
Ohio Dominican,2021,7,299,230,11,0.6363636363636364,69
Ohio Dominican,2022,7,280,169,10,0.7,111
Ohio Dominican,2023,4,178,218,11,0.36363636363636365,-40
Ohio Northern,2020,3,134,77,4,0.75,57
Ohio Northern,2022,3,162,240,10,0.3,-78
Ohio Northern,2023,4,227,262,10,0.4,-35
Ohio State,2015,12,464,196,13,0.9230769230769231,268
Ohio State,2016,11,512,201,13,0.8461538461538461,311
Ohio State,2017,12,576,266,14,0.8571428571428571,310
Ohio State,2018,13,593,357,14,0.9285714285714286,236
Ohio State,2019,13,656,192,14,0.9285714285714286,464
Ohio State,2020,7,328,206,8,0.875,122
Ohio State,2021,11,594,296,13,0.8461538461538461,298
Ohio State,2022,11,575,273,13,0.8461538461538461,302
Ohio State,2023,11,397,146,13,0.8461538461538461,251
Ohio Wesleyan,2020,1,110,111,3,0.3333333333333333,-1
Ohio Wesleyan,2022,6,334,185,10,0.6,149
Ohio Wesleyan,2023,5,285,234,10,0.5,51
Oklahoma,2015,11,566,286,13,0.8461538461538461,280
Oklahoma,2016,11,571,375,13,0.8461538461538461,196
Oklahoma,2017,12,632,379,14,0.8571428571428571,253
Oklahoma,2018,12,677,466,14,0.8571428571428571,211
Oklahoma,2019,12,590,382,14,0.8571428571428571,208
Oklahoma,2020,9,473,239,11,0.8181818181818182,234
Oklahoma,2021,11,508,335,13,0.8461538461538461,173
Oklahoma,2022,6,427,390,13,0.46153846153846156,37
Oklahoma,2023,10,542,305,13,0.7692307692307693,237
Oklahoma Baptist,2021,7,415,343,11,0.6363636363636364,72
Oklahoma Baptist,2022,1,246,470,11,0.09090909090909091,-224
Oklahoma Baptist,2023,6,241,309,11,0.5454545454545454,-68
Oklahoma Panhandle St,2016,1,41,75,2,0.5,-34
Oklahoma Panhandle St,2018,0,7,62,1,0.0,-55
Oklahoma Panhandle St,2019,0,0,77,1,0.0,-77
Oklahoma Panhandle St,2023,0,7,65,1,0.0,-58
Oklahoma State,2015,10,514,396,13,0.7692307692307693,118
Oklahoma State,2016,10,502,345,13,0.7692307692307693,157
Oklahoma State,2017,10,585,382,13,0.7692307692307693,203
Oklahoma State,2018,7,499,422,13,0.5384615384615384,77
Oklahoma State,2019,8,422,348,13,0.6153846153846154,74
Oklahoma State,2020,8,332,258,11,0.7272727272727273,74
Oklahoma State,2021,12,435,253,14,0.8571428571428571,182
Oklahoma State,2022,7,398,376,13,0.5384615384615384,22
Oklahoma State,2023,10,414,400,14,0.7142857142857143,14
Old Dominion,2015,5,291,429,12,0.4166666666666667,-138
Old Dominion,2016,10,456,354,13,0.7692307692307693,102
Old Dominion,2017,5,248,380,12,0.4166666666666667,-132
Old Dominion,2018,4,370,431,12,0.3333333333333333,-61
Old Dominion,2019,1,195,358,12,0.08333333333333333,-163
Old Dominion,2021,6,359,361,13,0.46153846153846156,-2
Old Dominion,2022,3,234,319,12,0.25,-85
Old Dominion,2023,6,310,353,13,0.46153846153846156,-43
Ole Miss,2015,10,531,294,13,0.7692307692307693,237
Ole Miss,2016,5,391,408,12,0.4166666666666667,-17
Ole Miss,2017,6,394,415,12,0.5,-21
Ole Miss,2018,5,407,434,12,0.4166666666666667,-27
Ole Miss,2019,4,319,318,12,0.3333333333333333,1
Ole Miss,2020,5,392,383,10,0.5,9
Ole Miss,2021,10,438,321,13,0.7692307692307693,117
Ole Miss,2022,8,435,332,13,0.6153846153846154,103
Ole Miss,2023,11,456,293,13,0.8461538461538461,163
Olivet College,2020,1,110,113,4,0.25,-3
Olivet College,2022,5,320,271,10,0.5,49
Olivet College,2023,4,236,315,10,0.4,-79
Oregon,2015,9,559,488,13,0.6923076923076923,71
Oregon,2016,4,425,497,12,0.3333333333333333,-72
Oregon,2017,7,468,377,13,0.5384615384615384,91
Oregon,2018,9,453,330,13,0.6923076923076923,123
Oregon,2019,12,495,231,14,0.8571428571428571,264
Oregon,2020,4,219,198,7,0.5714285714285714,21
Oregon,2021,10,440,378,14,0.7142857142857143,62
Oregon,2022,10,504,356,13,0.7692307692307693,148
Oregon,2023,12,619,231,14,0.8571428571428571,388
Oregon State,2015,2,228,444,12,0.16666666666666666,-216
Oregon State,2016,4,314,366,12,0.3333333333333333,-52
Oregon State,2017,1,248,516,12,0.08333333333333333,-268
Oregon State,2018,2,313,548,12,0.16666666666666666,-235
Oregon State,2019,5,374,390,12,0.4166666666666667,-16
Oregon State,2020,2,202,233,7,0.2857142857142857,-31
Oregon State,2021,7,406,335,13,0.5384615384615384,71
